id,"code","name","definition","source_id/id","system"
med_pkg_form_700482006,"700482006","Vaginal tablet","Vaginal tablet - unit of product usage","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
med_pkg_form_700483001,"700483001","Vaginal capsule","Vaginal capsule - unit of product usage (qualifier value)","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
med_pkg_form_1641000175108,"1641000175108","Applicator","Applicator - unit of product usage","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
med_pkg_form_1651000175105,"1651000175105","Applicatorful","Applicatorful - unit of product usage (qualifier value)","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
med_pkg_form_1661000175107,"1661000175107","Squirt","Squirt - unit of product usage","base.snomed","http://hl7.org/fhir/ValueSet/medication-package-form-codes"
med_pkg_form_1671000175104,"1671000175104","Strip","Strip - unit of product usage (qualifier value)","base.snomed","http://hl7.org/fhir/ValueSet/medication-form-codes"
med_pkg_form_1681000175101,"1681000175101","Package","Package - unit of product usage","base.snomed","http://hl7.org/fhir/ValueSet/medication-form-codes"
med_pkg_form_1691000175103,"1691000175103","Stick","Stick - unit of product usage (qualifier value)","base.snomed","http://hl7.org/fhir/ValueSet/medication-form-codes"
med_pkg_form_1701000175103,"1701000175103","Wafer","Wafer - unit of product usage (qualifier value)","base.snomed","http://hl7.org/fhir/ValueSet/medication-form-codes"
med_pkg_form_2741000175105,"2741000175105","Pump","Pump - unit of product usage (qualifier value)","base.snomed","http://hl7.org/fhir/ValueSet/medication-form-codes"
