"id","code","name","source_id/id","system"
hc_procedure.proc_625000 ,"625000 ","Removal of supernumerary digit","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_628003 ,"628003 ","Steinman test","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_629006 ,"629006 ","Lysis of adhesions of urethra","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_633004 ,"633004 ","Chart review by physician","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_637003 ,"637003 ","Lysis of adhesions of nose","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_642006 ,"642006 ","Cerebral thermography","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_645008 ,"645008 ","Diagnostic procedure on vitreous","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_647000 ,"647000 ","Excision of cervix by electroconization","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_657004 ,"657004 ","Operation on bursa","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_665001 ,"665001 ","Partial meniscectomy of temporomandibular joint","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_670008 ,"670008 ","Electrosurgical epilation of eyebrow","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_671007 ,"671007 ","Transplantation of testis","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_673005 ,"673005 ","Indirect laryngoscopy","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_674004 ,"674004 ","Abduction test","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_676002 ,"676002 ","Peritoneal dialysis including cannulation","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_680007 ,"680007 ","Radiation physics consultation","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_687005 ,"687005 ","Albumin/Globulin ratio","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_695009 ,"695009 ","Destructive procedure of lesion on skin of trunk","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_697001 ,"697001 ","Hepatitis A virus antibody measurement","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_710006 ,"710006 ","Thromboendarterectomy with graft of mesenteric artery","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_712003 ,"712003 ","Closed chest suction","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_721002 ,"721002 ","Medical procedure on periurethral tissue","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_722009 ,"722009 ","Fine needle biopsy of thymus","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_726007 ,"726007 ","Pathology consultation, comprehensive, records and specimen with report","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_730005 ,"730005 ","Incision of subcutaneous tissue","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_741007 ,"741007 ","Operation on prostate","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_746002 ,"746002 ","Chiropractic adjustment of coccyx subluxation","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_753006 ,"753006 ","Manipulation of ankle AND foot","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_754000 ,"754000 ","Total urethrectomy","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_759005 ,"759005 ","Intracerebral electroencephalogram","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_762008 ,"762008 ","Computerized axial tomography of cervical spine with contrast","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_764009 ,"764009 ","Arthrodesis of interphalangeal joint of great toe","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_767002 ,"767002 ","White blood cell count","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_789003 ,"789003 ","Cranial decompression, subtemporal, supratentorial","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_791006 ,"791006 ","Dressing and fixation procedure","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_807005 ,"807005 ","Excision of brain","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_814007 ,"814007 ","Electrophoresis measurement","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_817000 ,"817000 ","Excision of cyst of spleen","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_831000 ,"831000 ","Drawer test","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_851001 ,"851001 ","Root canal therapy, molar, excluding final restoration","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_853003 ,"853003 ","Fecal fat measurement, 72-hour collection","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_867007 ,"867007 ","Facial-hypoglossal nerve anastomosis","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_870006 ,"870006 ","Carbamazepine measurement","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_879007 ,"879007 ","Special blood coagulation test, explain by report","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_881009 ,"881009 ","Cyclodialysis","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_893000 ,"893000 ","Tumor antigen measurement","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_897004 ,"897004 ","Radical maxillary antrotomy","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_910002 ,"910002 ","MHPG measurement, urine","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_911003 ,"911003 ","Removal of subarachnoid-ureteral shunt","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_913000 ,"913000 ","Chiropractic patient education and instruction","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_926001 ,"926001 ","Embolectomy with catheter of radial artery by arm incision","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_935008 ,"935008 ","Excision of bulbourethral gland","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_941001 ,"941001 ","Endoscopy of pituitary gland","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_945005 ,"945005 ","Excision of tibia and fibula for graft","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_948007 ,"948007 ","Phlebectomy of intracranial varicose vein","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_951000 ,"951000 ","Ultrasonic guidance for endomyocardial biopsy","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_956005 ,"956005 ","Anesthesia for procedure on thoracic esophagus","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_967006 ,"967006 ","Medication education","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_969009 ,"969009 ","Incision and exploration of larynx","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_971009 ,"971009 ","Prosthetic construction and fitting","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1001000 ,"1001000 ","Cauterization of Bartholin's gland","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1008006 ,"1008006 ","Operation on nerve ganglion","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1019009 ,"1019009 ","Removal of corneal epithelium","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1021004 ,"1021004 ","Repair of scrotum","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1029002 ,"1029002 ","Fetoscopy","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1032004 ,"1032004 ","Enucleation of parotid gland cyst","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1035002 ,"1035002 ","Minimum bactericidal concentration test, microdilution method","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1036001 ,"1036001 ","Insertion of intravascular device in common iliac vein, complete","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1041009 ,"1041009 ","Debridement of open fracture of phalanges of foot","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1042002 ,"1042002 ","Paternity testing","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1043007 ,"1043007 ","Doppler color flow velocity mapping","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1044001 ,"1044001 ","Diagnostic ultrasound of abdomen and retroperitoneum","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1048003 ,"1048003 ","Capillary specimen collection","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1054002 ,"1054002 ","Incision of sphincter of Oddi","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1071001 ,"1071001 ","Proximal splenorenal anastomosis","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1084005 ,"1084005 ","Excision of perinephric cyst","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1093006 ,"1093006 ","Excision of abdominal varicose vein","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1103000 ,"1103000 ","Transcrural mobilization of stapes","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1104006 ,"1104006 ","Triad knee repair","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1115001 ,"1115001 ","Decortication","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1119007 ,"1119007 ","Closed reduction of dislocation of foot and toe","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1121002 ,"1121002 ","Kinetic activities for range of motion","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1127003 ,"1127003 ","Interstitial radium application","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1133007 ,"1133007 ","Removal of intact mammary implant, bilateral","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1163003 ,"1163003 ","Ureteroenterostomy","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1176009 ,"1176009 ","Incision of inguinal region","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1181000 ,"1181000 ","Excision of tendon for graft","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1186005 ,"1186005 ","Anesthesia for procedure on bony pelvis","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1198000 ,"1198000 ","Excisional biopsy of bone of scapula","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1209007 ,"1209007 ","Arthroscopy of knee with lateral meniscus repair","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1225002 ,"1225002 ","Radiography of humerus","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1227005 ,"1227005 ","Incision of subvalvular tissue for discrete subvalvular aortic stenosis","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1235008 ,"1235008 ","Muscle transfer","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1237000 ,"1237000 ","Application of cast, sugar tong","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1238005 ,"1238005 ","Epiphyseal arrest by stapling of distal radius","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1251000 ,"1251000 ","Incisional biopsy of testis","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1253002 ,"1253002 ","Refusion of spine","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1258006 ,"1258006 ","Excision of meniscus of wrist","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1266002 ,"1266002 ","Closure of fistula of ear drum","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1267006 ,"1267006 ","Electrocoagulation of lesion of vagina","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1278003 ,"1278003 ","Open reduction of closed shoulder dislocation with fracture of greater tuberosity","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1279006 ,"1279006 ","Repair of cardiac pacemaker pocket in skin AND/OR subcutaneous tissue","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1292009 ,"1292009 ","Magnetic resonance imaging of urinary bladder","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1299000 ,"1299000 ","Excision of appendiceal stump","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1315009 ,"1315009 ","Reconstruction of eyebrow","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1316005 ,"1316005 ","Upper partial denture, cast metal base without resin saddles, including any conventional clasps, rests and teeth","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1324000 ,"1324000 ","Cerebrospinal fluid IgG ratio and IgG index","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1327007 ,"1327007 ","Procedure on Meckel's diverticulum","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1328002 ,"1328002 ","Ilioiliac shunt","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1329005 ,"1329005 ","Division of congenital web of larynx","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1337002 ,"1337002 ","Colosigmoidostomy","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1339004 ,"1339004 ","Removal of impacted feces","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1347004 ,"1347004 ","Medical procedure on palate","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1352009 ,"1352009 ","Anterior spinal rhizotomy","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1358008 ,"1358008 ","Anti-human globulin test, enzyme technique, titer","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1366004 ,"1366004 ","Inhalation therapy procedure","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1385001 ,"1385001 ","Echography, scan B-mode for fetal age determination","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1390003 ,"1390003 ","Laparoscopic-assisted sigmoid colectomy","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1398005 ,"1398005 ","Direct thrombectomy of iliac vein by leg incision","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1399002 ,"1399002 ","Incision and exploration of ureter","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1407007 ,"1407007 ","Application of long leg cast, brace type","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1410000 ,"1410000 ","Anesthesia for tympanotomy","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1411001 ,"1411001 ","Operation on papillary muscle of heart","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1413003 ,"1413003 ","Penetrating keratoplasty with homograft","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1414009 ,"1414009 ","Angiography of arteriovenous shunt","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1417002 ,"1417002 ","Operation on face","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1431002 ,"1431002 ","Fixation","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1440003 ,"1440003 ","Repair with resection-recession","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1449002 ,"1449002 ","Epilation","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1453000 ,"1453000 ","Biofeedback, galvanic skin response","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1455007 ,"1455007 ","Cerclage","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1457004 ,"1457004 ","Truncal vagotomy with pyloroplasty and gastrostomy","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1494008 ,"1494008 ","Osmolarity measurement","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1500007 ,"1500007 ","Bilateral epididymovasostomy with anastomosis of epididymis to vas deferens","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1501006 ,"1501006 ","Altemeier operation, perineal rectal pull-through","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1505002 ,"1505002 ","Hospital admission for isolation","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1529009 ,"1529009 ","Aspiration of soft tissue","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1533002 ,"1533002 ","Ureteroplication","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1550000 ,"1550000 ","Amikacin measurement","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1555005 ,"1555005 ","Brief group psychotherapy","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
hc_procedure.proc_1559004 ,"1559004 ","IL-2 assay","base.snomed","http://hl7.org/fhir/ValueSet/procedure-code"
